0
0,0174497483512505
0,0348782368720627
0,0522642316338267
0,0695865504800327
0,0868240888334652
0,10395584540888
0,120960947799834
0,1378186779085
0,154508497187474
0,171010071662834
0,187303296707956
0,2033683215379
0,219185573394539
0,234735781392945
0,25
0,264959632116602
0,279596451735373
0,293892626146237
0,307830737662829
0,32139380484327
0,334565303179429
0,347329185229499
0,359669900169326
0,371572412738697
0,383022221559489
0,394005376803361
0,404508497187474
0,414518786277521
0,424024048078213
0,433012701892219
0,441473796429463
0,449397023149584
0,4567727288213
0,463591927283394
0,469846310392954
0,475528258147577
0,480630847969159
0,485147863137998
0,489073800366903
0,492403876506104
0,495134034370785
0,497260947684137
0,498782025129912
0,499695413509548
0,5
0,499695413509548
0,498782025129912
0,497260947684137
0,495134034370785
0,492403876506104
0,489073800366903
0,485147863137998
0,480630847969159
0,475528258147577
0,469846310392954
0,463591927283394
0,4567727288213
0,449397023149583
0,441473796429464
0,433012701892219
0,424024048078213
0,414518786277521
0,404508497187474
0,394005376803361
0,383022221559489
0,371572412738697
0,359669900169326
0,347329185229499
0,334565303179429
0,32139380484327
0,307830737662829
0,293892626146237
0,279596451735373
0,264959632116602
0,25
0,234735781392945
0,219185573394539
0,2033683215379
0,187303296707956
0,171010071662834
0,154508497187474
0,1378186779085
0,120960947799834
0,10395584540888
0,0868240888334653
0,0695865504800327
0,0522642316338269
0,0348782368720628
0,0174497483512506
6,12303176911189e-017
-0,0174497483512505
-0,0348782368720624
-0,0522642316338267
-0,0695865504800328
-0,0868240888334652
-0,10395584540888
-0,120960947799834
-0,137818677908499
-0,154508497187474
-0,171010071662834
-0,187303296707956
-0,2033683215379
-0,219185573394539
-0,234735781392945
-0,25
-0,264959632116602
-0,279596451735373
-0,293892626146237
-0,307830737662829
-0,32139380484327
-0,334565303179429
-0,347329185229499
-0,359669900169325
-0,371572412738697
-0,383022221559489
-0,394005376803361
-0,404508497187474
-0,414518786277521
-0,424024048078213
-0,433012701892219
-0,441473796429463
-0,449397023149583
-0,4567727288213
-0,463591927283394
-0,469846310392954
-0,475528258147577
-0,48063084796916
-0,485147863137998
-0,489073800366903
-0,492403876506104
-0,495134034370785
-0,497260947684137
-0,498782025129912
-0,499695413509548
-0,5
-0,499695413509548
-0,498782025129912
-0,497260947684137
-0,495134034370785
-0,492403876506104
-0,489073800366903
-0,485147863137998
-0,48063084796916
-0,475528258147577
-0,469846310392954
-0,463591927283394
-0,456772728821301
-0,449397023149584
-0,441473796429464
-0,433012701892219
-0,424024048078213
-0,414518786277521
-0,404508497187474
-0,394005376803361
-0,383022221559489
-0,371572412738697
-0,359669900169326
-0,347329185229499
-0,334565303179429
-0,32139380484327
-0,307830737662829
-0,293892626146237
-0,279596451735374
-0,264959632116603
-0,25
-0,234735781392945
-0,219185573394539
-0,2033683215379
-0,187303296707956
-0,171010071662835
-0,154508497187474
-0,137818677908499
-0,120960947799834
-0,10395584540888
-0,0868240888334652
-0,0695865504800329
-0,0522642316338272
-0,0348782368720628
-0,0174497483512504
-1,22460635382238e-016
