0
0,00872620321864176
0,0174497483512505
0,0261679781214719
0,0348782368720627
0,0435778713738291
0,0522642316338267
0,0609346717025737
0,0695865504800327
0,0782172325201154
0,0868240888334652
0,0954044976882724
0,10395584540888
0,112475527171932
0,120960947799834
0,12940952255126
0,1378186779085
0,146185852361368
0,154508497187474
0,162784077228578
0,171010071662834
0,17918397477265
0,187303296707956
0,195365564244637
0,2033683215379
0,21130913087035
0,219185573394539
0,226995249869773
0,234735781392945
0,242404810123169
0,25
0,257519037455027
0,264959632116602
0,272319517507513
0,279596451735373
0,286788218175523
0,293892626146237
0,300907511576024
0,307830737662829
0,314660195524919
0,32139380484327
0,328029514495254
0,334565303179429
0,340999180031249
0,347329185229499
0,353553390593274
0,359669900169326
0,365676850809585
0,371572412738697
0,377354790111386
0,383022221559489
0,388572980728485
0,394005376803361
0,399317755023646
0,404508497187474
0,409576022144496
0,414518786277521
0,419335283972712
0,424024048078213
0,428583650351056
0,433012701892219
0,437309853569698
0,441473796429463
0,445503262094184
0,449397023149584
0,453153893518325
0,4567727288213
0,46025242672622
0,463591927283394
0,466790213248601
0,469846310392954
0,472759287799658
0,475528258147577
0,478152377981518
0,480630847969159
0,482962913144534
0,485147863137998
0,487185032392618
0,489073800366903
0,490813591723832
0,492403876506104
0,493844170297569
0,495134034370785
0,496273075820661
0,497260947684137
0,498097349045873
0,498782025129912
0,499314767377287
0,499695413509548
0,499923847578196
0,5
0,499923847578196
0,499695413509548
0,499314767377287
0,498782025129912
0,498097349045873
0,497260947684137
0,496273075820661
0,495134034370785
0,493844170297569
0,492403876506104
0,490813591723832
0,489073800366903
0,487185032392618
0,485147863137998
0,482962913144534
0,480630847969159
0,478152377981518
0,475528258147577
0,472759287799658
0,469846310392954
0,466790213248601
0,463591927283394
0,46025242672622
0,4567727288213
0,453153893518325
0,449397023149583
0,445503262094184
0,441473796429464
0,437309853569698
0,433012701892219
0,428583650351056
0,424024048078213
0,419335283972712
0,414518786277521
0,409576022144496
0,404508497187474
0,399317755023646
0,394005376803361
0,388572980728486
0,383022221559489
0,377354790111386
0,371572412738697
0,365676850809585
0,359669900169326
0,353553390593274
0,347329185229499
0,340999180031249
0,334565303179429
0,328029514495254
0,32139380484327
0,314660195524919
0,307830737662829
0,300907511576024
0,293892626146237
0,286788218175523
0,279596451735373
0,272319517507514
0,264959632116602
0,257519037455027
0,25
0,242404810123169
0,234735781392945
0,226995249869773
0,219185573394539
0,21130913087035
0,2033683215379
0,195365564244637
0,187303296707956
0,17918397477265
0,171010071662834
0,162784077228578
0,154508497187474
0,146185852361369
0,1378186779085
0,129409522551261
0,120960947799834
0,112475527171933
0,10395584540888
0,0954044976882725
0,0868240888334653
0,0782172325201155
0,0695865504800327
0,0609346717025738
0,0522642316338269
0,0435778713738291
0,0348782368720628
0,0261679781214721
0,0174497483512506
0,00872620321864172
6,12303176911189e-017
